address|balance
0x0c8f66c6017bce5b20347204b602b743bad78d60|2000.0
0x998c1f93bcdb6ff23c10d0dc924728b73be2ff9f|608.1347239036254
0xd56a144d7af0ae8df649abae535a15983aa04d02|500.002278529508
0x7b98e23cb96beee80a168069ebba8f20edd55ccf|70.19569744391411
0xa986762f7a4f294f2e0b173279ad2c81a2223458|20.0
0x98a0e54c6d9dc8be96276cebf4fec460f6235d85|1969.803
0xbd59094e074f8d79142ab1489f148e32151f2089|20.0
0xac6d02e9a46b379fac4ac9b1d7b5d47bc850ce16|1760.0
0xbd6a474d66345bcdd707594adb63b30c7822af54|28.993952
0x6ec3659571b11f889dd439bcd4d67510a25be57e|82.37010094020204
0x79dba256472db4e058f2e4cdc3ea4e8a42773833|1460.0
0x83a402438e0519773d5448326bfb61f8b20cf52d|124.78667
0x91d66ea6288faa4b3d606c2aa45c7b6b8a252739|2000.0
0xd82fd9fdf6996bedad2843159c06f37e0924337d|1688.8
0x895d694e880b13ccd0848a86c5ce411f88476bbf|197.7540718
0x21a6db6527467bc6dad54bc16e9fe2953b6794ed|14000.0
0x83e48055327c28b5936fd9f4447e73bdb2dd3376|260.9321618641609
0x4968a2cedb457555a139295aea28776e54003c87|6002.266651752
0x4f52ad6170d25b2a2e850eadbb52413ff2303e7f|15.956116009289547
0xa8cafac32280d021020bf6f2a9782883d7aabe12|100.0
0xca8276c477b4a07b80107b843594189607b53bec|51.2859717467231
0x3bddbc8134f77d55597fc97c26d26698090604eb|13.7
0x143d536b8b1cb84f56a39e0bc81fd5442bcacce1|100.0
0xdbd51cdf2c3bfacdff106221de2e19ad6d420414|11.574911868706963
0x334340ee4b9cdc81f850a75116d50ee9b69825bf|2000.0
0x3630c5e565ceaa8a0f0ffe32875eae2a6ce63c19|170.016
0x171ad9a04bedc8b861e8ed4bddf5717813b1bb48|400.0
0x566c28e34c3808d9766fe8421ebf4f2b1c4f7d77|298.979142525
0x1bd28cd5c78aee51357c95c1ef9235e7c18bc854|2000.0
0xb7479dab5022c4d5dbaaf8de171b4e951dd1a457|80.0
0xc5e9939334f1252ed2ba26814487dfd2982b3128|32.999265
0xbcd99edc2160f210a05e3a1fa0b0434ced00439b|963.973342222
0xb57b04fa23d1203fae061eac4542cb60f3a57637|191.0
0x2c1c19114e3d6de27851484b8d2715e50f8a1065|100.0
0xd7d3c75920590438b82c3e9515be2eb6ed7a8b1a|100.997795
0x4e2225a1bb59bc88a2316674d333b9b0afca6655|155.0
0xaa14422d6f0ae5a758194ed15780c838d67f1ee1|1000.811274
0xb3a64b1176724f5409e1414a3523661baee74b4a|25.61
0x411610b178d5617dfab934d293f512a93e5c10e1|170.0
